tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,via_tran,mot_viam,cont_res,cont_nac,cont_prod,pais_prod,pais_res,jef_migr,edad
Entrada,Ecuatorianos,2022,4,9,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,15
Salida,Ecuatorianos,2022,8,24,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,CANADA,ECUADOR,12,39
Salida,Ecuatorianos,2022,3,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,57
Entrada,Ecuatorianos,2022,1,1,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,39
Entrada,Ecuatorianos,2022,10,9,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,23
Salida,Ecuatorianos,2022,6,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,49
Entrada,Ecuatorianos,2022,10,18,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,29
Entrada,Ecuatorianos,2022,7,7,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,43
Entrada,Ecuatorianos,2022,10,2,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,11
Salida,Ecuatorianos,2022,4,6,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,11
Entrada,Ecuatorianos,2022,8,5,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,12,3
Entrada,Ecuatorianos,2022,11,11,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,19
Salida,Ecuatorianos,2022,6,10,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,1,39
Salida,Ecuatorianos,2022,8,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,23
Salida,Ecuatorianos,2022,4,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,16
Entrada,Ecuatorianos,2022,10,24,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,28
Salida,Ecuatorianos,2022,9,12,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,1,51
Entrada,Ecuatorianos,2022,11,28,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,1,5
Salida,Ecuatorianos,2022,5,27,Hombre,ECUADOR,Vía Aérea,Estudios,América,América,Europa,ESPAÑA,ECUADOR,1,28
Salida,Ecuatorianos,2022,7,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,11
Salida,Ecuatorianos,2022,4,2,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,12,1
Salida,Ecuatorianos,2022,11,30,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,42
Entrada,Ecuatorianos,2022,3,19,Hombre,ECUADOR,Vía Aérea,Turismo,Europa,América,Europa,SUIZA SWITZERLAND,SUIZA SWITZERLAND,1,29
Salida,Ecuatorianos,2022,10,7,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,57
Salida,Ecuatorianos,2022,10,8,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,58
Salida,Ecuatorianos,2022,5,11,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PERU PERU,PERU PERU,12,27
Salida,Ecuatorianos,2022,3,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,15
Salida,Ecuatorianos,2022,11,2,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,61
Salida,Ecuatorianos,2022,8,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,1,27
Salida,Ecuatorianos,2022,6,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,23
Salida,Ecuatorianos,2022,8,30,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,26
Salida,Ecuatorianos,2022,12,27,Mujer,ECUADOR,Vía Aérea,Estudios,América,América,Asia,INDIA INDIA,ECUADOR,12,34
Salida,Ecuatorianos,2022,4,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,36
Entrada,Ecuatorianos,2022,1,14,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,47
Entrada,Ecuatorianos,2022,12,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,15
Salida,Ecuatorianos,2022,10,16,Hombre,ECUADOR,Vía Aérea,Tripulación,América,América,América,COLOMBIA,ECUADOR,12,42
Entrada,Ecuatorianos,2022,9,16,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,1,65
Entrada,Ecuatorianos,2022,4,2,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,BOLIVIA BOLIVIA,ECUADOR,1,41
Salida,Ecuatorianos,2022,3,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,66
Salida,Ecuatorianos,2022,3,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,30
Entrada,Ecuatorianos,2022,11,8,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,35
Salida,Ecuatorianos,2022,6,20,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,Europa,FRANCIA,ECUADOR,1,71
Entrada,Ecuatorianos,2022,8,18,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,26
Salida,Ecuatorianos,2022,9,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,26
Entrada,Ecuatorianos,2022,11,27,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,27
Entrada,Ecuatorianos,2022,3,7,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,9
Salida,Ecuatorianos,2022,2,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,29
Salida,Ecuatorianos,2022,9,3,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,59
Entrada,Ecuatorianos,2022,3,28,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,55
Salida,Ecuatorianos,2022,12,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,12
Salida,Ecuatorianos,2022,4,21,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,PANAMA PANAMA,ECUADOR,1,37
Entrada,Ecuatorianos,2022,11,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ARGENTINA,ECUADOR,1,39
Entrada,Ecuatorianos,2022,12,15,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ARGENTINA,1,19
Salida,Ecuatorianos,2022,9,14,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,1,56
Salida,Ecuatorianos,2022,5,26,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,31
Salida,Ecuatorianos,2022,3,20,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,18,19
Salida,Ecuatorianos,2022,11,9,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,41
Salida,Ecuatorianos,2022,1,9,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,COLOMBIA,1,43
Salida,Ecuatorianos,2022,5,4,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,48
Salida,Ecuatorianos,2022,12,11,Hombre,ECUADOR,Vía Marítima,Tripulación,América,América,América,PANAMA PANAMA,ECUADOR,5,31
Salida,Ecuatorianos,2022,1,10,Mujer,ECUADOR,Vía Aérea,Turismo,Europa,América,Europa,ESPAÑA,ESPAÑA,1,29
Entrada,Ecuatorianos,2022,2,1,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,39
Entrada,Ecuatorianos,2022,5,13,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,78
Salida,Ecuatorianos,2022,6,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,31
Salida,Ecuatorianos,2022,10,8,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Asia,TAILANDIA THAILAND,ECUADOR,12,36
Entrada,Ecuatorianos,2022,9,9,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,27
Salida,Ecuatorianos,2022,11,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,26
Salida,Ecuatorianos,2022,7,9,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,43
Entrada,Ecuatorianos,2022,11,23,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,12
Salida,Ecuatorianos,2022,10,23,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,12,23
Salida,Ecuatorianos,2022,8,10,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,12
Salida,Ecuatorianos,2022,5,15,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,62
Salida,Ecuatorianos,2022,10,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,1,49
Salida,Ecuatorianos,2022,7,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,54
Salida,Ecuatorianos,2022,5,22,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,12
Entrada,Ecuatorianos,2022,3,1,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,31
Entrada,Ecuatorianos,2022,7,26,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,36
Entrada,Ecuatorianos,2022,6,30,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,América,COLOMBIA,FRANCIA,12,35
Entrada,Ecuatorianos,2022,11,27,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,66
Salida,Ecuatorianos,2022,7,2,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,19,59
Salida,Ecuatorianos,2022,11,29,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARUBA,ECUADOR,1,41
Salida,Ecuatorianos,2022,4,5,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,27
Salida,Ecuatorianos,2022,12,22,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,64
Salida,Ecuatorianos,2022,8,7,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,40
Entrada,Ecuatorianos,2022,9,19,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,34
Salida,Ecuatorianos,2022,7,16,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,34
Salida,Ecuatorianos,2022,10,3,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,25
Salida,Ecuatorianos,2022,4,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,50
Entrada,Ecuatorianos,2022,10,7,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PUERTO RICO PUERTO RICO,ECUADOR,12,32
Salida,Ecuatorianos,2022,1,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,67
Salida,Ecuatorianos,2022,9,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,45
Salida,Ecuatorianos,2022,7,14,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Salida,Ecuatorianos,2022,6,18,Hombre,ECUADOR,Vía Aérea,Otros,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,57
Salida,Ecuatorianos,2022,5,4,Hombre,ECUADOR,Vía Aérea,Negocios,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,54
Entrada,Ecuatorianos,2022,11,4,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,36
Entrada,Ecuatorianos,2022,11,16,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,9
Salida,Ecuatorianos,2022,10,2,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,1,45
Salida,Ecuatorianos,2022,5,2,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,54
Entrada,Ecuatorianos,2022,11,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,18
Salida,Ecuatorianos,2022,2,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,65
Salida,Ecuatorianos,2022,7,1,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,Europa,ALEMANIA (UNIDAD ALEMANA) GERMANY,ECUADOR,1,41
Entrada,Ecuatorianos,2022,4,3,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,74
Salida,Ecuatorianos,2022,4,6,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,12,30
Salida,Ecuatorianos,2022,4,10,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,39
Entrada,Ecuatorianos,2022,5,15,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,BRASIL BRAZIL,ECUADOR,12,31
Entrada,Ecuatorianos,2022,2,17,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,53
Salida,Ecuatorianos,2022,4,15,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,58
Entrada,Ecuatorianos,2022,9,6,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,18
Entrada,Ecuatorianos,2022,6,3,Hombre,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ITALIA ITALY,ITALIA ITALY,12,5
Salida,Ecuatorianos,2022,8,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,54
Entrada,Ecuatorianos,2022,2,7,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,40
Salida,Ecuatorianos,2022,2,10,Mujer,ECUADOR,Vía Aérea,Turismo,Europa,América,Europa,ESPAÑA,ITALIA ITALY,12,61
Entrada,Ecuatorianos,2022,5,3,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,25
Entrada,Ecuatorianos,2022,12,31,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,12
Salida,Ecuatorianos,2022,11,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,24
Entrada,Ecuatorianos,2022,6,13,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COSTA RICA,ECUADOR,1,35
Salida,Ecuatorianos,2022,7,22,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,35
Entrada,Ecuatorianos,2022,1,12,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,58
Entrada,Ecuatorianos,2022,11,7,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,27
Entrada,Ecuatorianos,2022,11,1,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,MEXICO MEXICO,12,48
Entrada,Ecuatorianos,2022,12,14,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,24
Salida,Ecuatorianos,2022,2,5,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,73
Salida,Ecuatorianos,2022,11,11,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,30
Salida,Ecuatorianos,2022,4,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,41
Salida,Ecuatorianos,2022,4,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,75
Salida,Ecuatorianos,2022,2,1,Hombre,ECUADOR,Vía Aérea,Estudios,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,27
Salida,Ecuatorianos,2022,3,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,10
Salida,Ecuatorianos,2022,9,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,31
Salida,Ecuatorianos,2022,7,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,20
Salida,Ecuatorianos,2022,5,6,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,12,22
Salida,Ecuatorianos,2022,11,1,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,33
Entrada,Ecuatorianos,2022,4,17,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,28
Salida,Ecuatorianos,2022,4,4,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,34
Salida,Ecuatorianos,2022,10,17,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,33
Salida,Ecuatorianos,2022,9,23,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,7
Salida,Ecuatorianos,2022,2,17,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,20
Entrada,Ecuatorianos,2022,10,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,41
Salida,Ecuatorianos,2022,12,26,Hombre,ECUADOR,Vía Terrestre,Otros,América,América,América,PERU PERU,ECUADOR,9,50
Salida,Ecuatorianos,2022,3,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,62
Entrada,Ecuatorianos,2022,9,16,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,1,74
Salida,Ecuatorianos,2022,4,8,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,14
Salida,Ecuatorianos,2022,8,25,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARUBA,ECUADOR,12,9
Salida,Ecuatorianos,2022,11,26,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,36
Entrada,Ecuatorianos,2022,2,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,9
Salida,Ecuatorianos,2022,6,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,56
Entrada,Ecuatorianos,2022,11,2,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,71
Entrada,Ecuatorianos,2022,10,11,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,60
Entrada,Ecuatorianos,2022,8,8,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,33
Salida,Ecuatorianos,2022,11,3,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,56
Entrada,Ecuatorianos,2022,12,3,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,BRASIL BRAZIL,ECUADOR,1,49
Entrada,Ecuatorianos,2022,2,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,25
Salida,Ecuatorianos,2022,10,26,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,45
Salida,Ecuatorianos,2022,4,15,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,42
Salida,Ecuatorianos,2022,4,13,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,49
Salida,Ecuatorianos,2022,5,1,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,7
Salida,Ecuatorianos,2022,2,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,21
Salida,Ecuatorianos,2022,11,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,27
Salida,Ecuatorianos,2022,8,5,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,42
Salida,Ecuatorianos,2022,2,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,69
Entrada,Ecuatorianos,2022,12,17,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,GUATEMALA GUATEMALA,ECUADOR,12,43
Entrada,Ecuatorianos,2022,12,3,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,63
Salida,Ecuatorianos,2022,4,28,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,51
Entrada,Ecuatorianos,2022,9,8,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,17
Entrada,Ecuatorianos,2022,11,7,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,4
Entrada,Ecuatorianos,2022,4,6,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,57
Salida,Ecuatorianos,2022,8,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Entrada,Ecuatorianos,2022,4,9,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,13
Salida,Ecuatorianos,2022,4,15,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,63
Salida,Ecuatorianos,2022,10,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,56
Salida,Ecuatorianos,2022,1,21,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,14
Entrada,Ecuatorianos,2022,2,18,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,34
Salida,Ecuatorianos,2022,5,9,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,1,44
Entrada,Ecuatorianos,2022,4,28,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,39
Entrada,Ecuatorianos,2022,11,11,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,35
Salida,Ecuatorianos,2022,4,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,58
Salida,Ecuatorianos,2022,5,26,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,10,24
Entrada,Ecuatorianos,2022,12,29,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,61
Entrada,Ecuatorianos,2022,6,13,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,42
Salida,Ecuatorianos,2022,4,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,37
Salida,Ecuatorianos,2022,11,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Asia,QATAR QATAR,ECUADOR,12,26
Salida,Ecuatorianos,2022,6,3,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,82
Salida,Ecuatorianos,2022,2,25,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,57
Salida,Ecuatorianos,2022,7,31,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,58
Salida,Ecuatorianos,2022,7,2,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,70
Salida,Ecuatorianos,2022,5,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,29
Salida,Ecuatorianos,2022,11,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,1,24
